index,GHO (CODE),GHO (DISPLAY),YEAR (CODE),AGEGROUP (CODE),SEX (CODE),Display Value,Numeric,Low,High
3448,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1994,YEARS05-09,FMLE,6.0 [2.4-11.4],6,2.4,11.4
3460,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1994,YEARS10-19,FMLE,5.3 [2.3-9.7],5.3,2.3,9.7
3472,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1994,YEARS05-19,MLE,10.3 [5.2-17.0],10.3,5.2,17
3484,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1994,YEARS05-09,MLE,9.8 [4.4-17.3],9.8,4.4,17.3
3496,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1994,YEARS10-19,MLE,10.7 [5.5-17.4],10.7,5.5,17.4
2198,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS05-19,BTSX,21.4 [16.6-26.5],21.4,16.6,26.5
2208,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS05-09,BTSX,21.8 [16.2-28.0],21.8,16.2,28
2218,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS10-19,BTSX,21.1 [16.5-26.2],21.1,16.5,26.2
2228,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS05-19,FMLE,22.2 [15.6-29.4],22.2,15.6,29.4
2238,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS05-09,FMLE,22.4 [14.3-31.4],22.4,14.3,31.4
2248,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS10-19,FMLE,22.0 [15.7-29.1],22,15.7,29.1
2258,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS05-19,MLE,20.6 [14.0-28.3],20.6,14,28.3
2268,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS05-09,MLE,21.3 [13.6-30.2],21.3,13.6,30.2
2278,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,YEARS10-19,MLE,20.1 [13.7-27.6],20.1,13.7,27.6
2501,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS05-19,BTSX,7.4 [4.2-11.6],7.4,4.2,11.6
2513,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS05-09,BTSX,8.2 [4.2-13.3],8.2,4.2,13.3
3307,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS10-19,BTSX,7.0 [4.0-10.9],7,4,10.9
3319,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS05-19,FMLE,6.7 [2.9-12.1],6.7,2.9,12.1
3332,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS05-09,FMLE,7.4 [2.6-14.6],7.4,2.6,14.6
3345,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS10-19,FMLE,6.3 [2.7-11.3],6.3,2.7,11.3
3358,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS05-19,MLE,8.2 [3.4-14.5],8.2,3.4,14.5
3371,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS05-09,MLE,8.9 [3.3-16.8],8.9,3.3,16.8
3384,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1994,YEARS10-19,MLE,7.7 [3.3-13.7],7.7,3.3,13.7
2750,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1994,,FMLE,5.38 [5.01-5.77],5.3827,5.00558,5.76858
3285,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1994,,MLE,5.53 [5.15-5.91],5.52889,5.15051,5.91348
873,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1994,AGE25-PLUS,FMLE,5.6 [5.3-6.0],5.6,5.3,6
880,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1994,AGE25-PLUS,MLE,5.7 [5.4-6.1],5.7,5.4,6.1
3528,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1994,YEARS18-PLUS,MLE,7.9 [5.4-11.2],7.9,5.4,11.2
3537,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1994,YEARS18-PLUS,FMLE,7.8 [5.3-10.9],7.8,5.3,10.9
3571,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1994,YEARS18-PLUS,BTSX,7.9 [6.0-10.2],7.9,6,10.2
3546,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1994,YEARS18-PLUS,MLE,11.4 [8.1-15.7],11.4,8.1,15.7
3555,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1994,YEARS18-PLUS,FMLE,11.6 [8.1-15.7],11.6,8.1,15.7
3570,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1994,YEARS18-PLUS,BTSX,11.5 [8.9-14.5],11.5,8.9,14.5
571,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),1994,,,51.4 [29.1-74.1],51.4096,29.0872,74.1183
1381,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),1995,,,50.7 [27.9-74.4],50.7201,27.8856,74.3932
968,ANEMIAPW,Prevalence of anaemia in pregnant women (%),1995,,,47.1 [25.2-63.9],47.0844,25.2492,63.9167
138,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),1995,,,50.6 [28.5-73.9],50.5614,28.5163,73.873
107,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1995,YEARS18-PLUS,FMLE,22.6 [17.4-28.4],22.6,17.4,28.4
1332,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1995,YEARS18-PLUS,MLE,25.2 [19.4-31.7],25.2,19.4,31.7
2938,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1995,YEARS18-PLUS,BTSX,24.1 [20.0-28.6],24.1,20,28.6
908,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1995,YEARS18-PLUS,MLE,31.3 [24.7-38.5],31.3,24.7,38.5
922,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1995,YEARS18-PLUS,FMLE,31.9 [25.7-38.5],31.9,25.7,38.5
2929,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1995,YEARS18-PLUS,BTSX,31.6 [26.9-36.4],31.6,26.9,36.4
475,BP_05,Mean systolic blood pressure (crude estimate),1995,AGE25-PLUS,MLE,125.0 [121.3-128.8],125,121.3,128.8
482,BP_05,Mean systolic blood pressure (crude estimate),1995,AGE25-PLUS,FMLE,123.5 [119.8-127.3],123.5,119.8,127.3
550,BP_06,Mean systolic blood pressure (age-standardized estimate),1995,YEARS18-PLUS,FMLE,126.9 [123.3-130.5],126.9,123.3,130.5
949,BP_06,Mean systolic blood pressure (age-standardized estimate),1995,YEARS18-PLUS,MLE,126.3 [122.7-129.8],126.3,122.7,129.8
32,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1995,AGE25-PLUS,MLE,5.0 [4.6-5.4],5,4.6,5.4
37,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1995,AGE25-PLUS,FMLE,5.2 [4.7-5.7],5.2,4.7,5.7
27,CHOL_04,Mean Total Cholesterol (crude estimate),1995,AGE25-PLUS,FMLE,5.0 [4.6-5.4],5,4.6,5.4
429,CHOL_04,Mean Total Cholesterol (crude estimate),1995,AGE25-PLUS,MLE,4.9 [4.5-5.3],4.9,4.5,5.3
1459,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,YEARS18-PLUS,BTSX,3.4 [2.5-4.6],3.4,2.5,4.6
1469,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,YEARS18-PLUS,FMLE,3.2 [2.0-4.7],3.2,2,4.7
1479,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,YEARS18-PLUS,MLE,3.6 [2.3-5.5],3.6,2.3,5.5
1489,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,YEARS18-PLUS,BTSX,3.8 [2.7-5.0],3.8,2.7,5
1499,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,YEARS18-PLUS,FMLE,4.0 [2.5-5.9],4,2.5,5.9
1509,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,YEARS18-PLUS,MLE,3.6 [2.3-5.3],3.6,2.3,5.3
777,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1995,YEARS18-PLUS,MLE,54.3 [49.7-58.9],54.3,49.7,58.9
787,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1995,YEARS18-PLUS,FMLE,62.5 [58.5-66.6],62.5,58.5,66.6
797,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1995,YEARS18-PLUS,BTSX,57.6 [54.4-60.8],57.6,54.4,60.8
807,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1995,YEARS18-PLUS,BTSX,53.8 [50.5-57.0],53.8,50.5,57
817,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1995,YEARS18-PLUS,FMLE,56.4 [52.1-60.9],56.4,52.1,60.9
1861,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1995,YEARS18-PLUS,MLE,52.0 [47.4-56.6],52,47.4,56.6
174,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1995,YEARS18-PLUS,BTSX,22.9 [19.9-26.0],22.9,19.9,26
187,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1995,YEARS18-PLUS,FMLE,31.5 [27.0-36.2],31.5,27,36.2
200,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1995,YEARS18-PLUS,MLE,17.3 [13.5-21.5],17.3,13.5,21.5
213,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1995,YEARS18-PLUS,BTSX,20.8 [18.0-23.9],20.8,18,23.9
226,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1995,YEARS18-PLUS,FMLE,27.4 [23.0-32.1],27.4,23,32.1
239,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1995,YEARS18-PLUS,MLE,16.4 [12.7-20.5],16.4,12.7,20.5
309,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1995,YEARS18-PLUS,BTSX,27.1 [26.9-27.3],27.1,26.9,27.3
321,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1995,YEARS18-PLUS,FMLE,28.1 [27.8-28.5],28.1,27.8,28.5
333,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1995,YEARS18-PLUS,MLE,26.5 [26.2-26.8],26.5,26.2,26.8
12,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,AGE20-PLUS,FMLE,27.4 [27.0-27.7],27.4,27,27.7
345,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS18-PLUS,BTSX,26.8 [26.6-27.0],26.8,26.6,27
357,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS18-PLUS,FMLE,27.5 [27.2-27.9],27.5,27.2,27.9
369,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS18-PLUS,MLE,26.4 [26.1-26.7],26.4,26.1,26.7
414,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,AGE20-PLUS,MLE,26.3 [26.0-26.6],26.3,26,26.6
2093,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS05-19,BTSX,18.5 [18.0-18.9],18.45893,18.0186,18.89686
2104,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS05-09,BTSX,15.3 [14.9-15.8],15.34803,14.87669,15.81476
2115,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS10-19,BTSX,20.3 [19.9-20.8],20.34802,19.90441,20.79336
2127,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS05-19,FMLE,18.9 [18.3-19.5],18.89079,18.28318,19.50714
2139,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS05-09,FMLE,15.8 [15.1-16.4],15.75514,15.09468,16.43375
2151,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS10-19,FMLE,20.8 [20.2-21.4],20.8281,20.21323,21.4446
2163,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS05-19,MLE,18.0 [17.4-18.7],18.03798,17.41244,18.66988
2175,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS05-09,MLE,14.9 [14.3-15.6],14.94266,14.28343,15.6283
2187,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1995,YEARS10-19,MLE,19.9 [19.3-20.5],19.88608,19.2556,20.52261
3398,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS05-19,BTSX,7.9 [4.8-11.8],7.9,4.8,11.8
3411,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS05-09,BTSX,7.8 [4.5-12.3],7.8,4.5,12.3
3424,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS10-19,BTSX,7.9 [4.8-11.8],7.9,4.8,11.8
3437,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS05-19,FMLE,5.5 [2.4-10.0],5.5,2.4,10
3449,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS05-09,FMLE,5.9 [2.4-11.2],5.9,2.4,11.2
3461,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS10-19,FMLE,5.2 [2.3-9.5],5.2,2.3,9.5
3473,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS05-19,MLE,10.2 [5.2-16.7],10.2,5.2,16.7
3485,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS05-09,MLE,9.6 [4.4-17.1],9.6,4.4,17.1
3497,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1995,YEARS10-19,MLE,10.6 [5.5-17.1],10.6,5.5,17.1
1961,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS05-19,BTSX,22.0 [17.3-27.2],22,17.3,27.2
1972,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS05-09,BTSX,22.5 [16.9-28.7],22.5,16.9,28.7
1983,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS10-19,BTSX,21.7 [17.1-26.8],21.7,17.1,26.8
1993,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS05-19,FMLE,22.7 [16.3-29.9],22.7,16.3,29.9
2003,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS05-09,FMLE,23.0 [14.8-32.0],23,14.8,32
2013,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS10-19,FMLE,22.6 [16.3-29.5],22.6,16.3,29.5
2023,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS05-19,MLE,21.3 [14.7-29.0],21.3,14.7,29
2033,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS05-09,MLE,22.1 [14.3-31.0],22.1,14.3,31
2043,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1995,YEARS10-19,MLE,20.9 [14.4-28.3],20.9,14.4,28.3
2502,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS05-19,BTSX,7.8 [4.5-12.0],7.8,4.5,12
2514,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS05-09,BTSX,8.6 [4.5-13.8],8.6,4.5,13.8
3308,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS10-19,BTSX,7.4 [4.3-11.3],7.4,4.3,11.3
3320,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS05-19,FMLE,7.0 [3.1-12.4],7,3.1,12.4
3333,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS05-09,FMLE,7.7 [2.8-15.0],7.7,2.8,15
3346,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS10-19,FMLE,6.6 [2.9-11.6],6.6,2.9,11.6
3359,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS05-19,MLE,8.6 [3.8-14.9],8.6,3.8,14.9
3372,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS05-09,MLE,9.4 [3.6-17.3],9.4,3.6,17.3
3385,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1995,YEARS10-19,MLE,8.1 [3.6-14.2],8.1,3.6,14.2
2749,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1995,,FMLE,5.46 [5.10-5.82],5.45839,5.09995,5.82063
3217,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),1995,,MLE,5.58 [5.22-5.95],5.58238,5.2218,5.9463
874,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1995,AGE25-PLUS,FMLE,5.7 [5.3-6.1],5.7,5.3,6.1
881,NCD_GLUC_02,Mean fasting blood glucose (mmol/l) (crude estimate),1995,AGE25-PLUS,MLE,5.8 [5.4-6.1],5.8,5.4,6.1
3529,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1995,YEARS18-PLUS,MLE,8.2 [5.7-11.5],8.2,5.7,11.5
3538,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1995,YEARS18-PLUS,FMLE,8.0 [5.5-11.1],8,5.5,11.1
3572,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L or on medication) (crude estimate),1995,YEARS18-PLUS,BTSX,8.1 [6.2-10.4],8.1,6.2,10.4
3256,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1995,YEARS18-PLUS,BTSX,11.7 [9.2-14.7],11.7,9.2,14.7
3547,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1995,YEARS18-PLUS,MLE,11.7 [8.4-16.0],11.7,8.4,16
3556,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L or on medication)(age-standardized estimate),1995,YEARS18-PLUS,FMLE,11.8 [8.4-16.0],11.8,8.4,16
1388,PREVANEMIA,Prevalence of anaemia in women of reproductive age (%),1995,,,50.4 [28.4-73.0],50.3694,28.4389,73.0225
565,ANEMIANPW,Prevalence of anaemia in non-pregnant women (%),1996,,,49.6 [26.9-73.1],49.5936,26.8588,73.1407
969,ANEMIAPW,Prevalence of anaemia in pregnant women (%),1996,,,46.7 [25.7-63.9],46.6806,25.6905,63.8624
139,ANEMIAU5,Prevalence of anaemia in children under 5 years (%),1996,,,49.6 [28.5-73.2],49.6467,28.4718,73.2336
108,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1996,YEARS18-PLUS,FMLE,22.2 [17.2-27.9],22.2,17.2,27.9
521,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1996,YEARS18-PLUS,MLE,24.9 [19.2-31.2],24.9,19.2,31.2
3148,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1996,YEARS18-PLUS,BTSX,23.8 [19.8-28.1],23.8,19.8,28.1
80,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1996,YEARS18-PLUS,MLE,31.0 [24.4-38.0],31,24.4,38
91,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1996,YEARS18-PLUS,FMLE,31.5 [25.4-37.9],31.5,25.4,37.9
3138,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1996,YEARS18-PLUS,BTSX,31.2 [26.7-36.0],31.2,26.7,36
896,BP_05,Mean systolic blood pressure (crude estimate),1996,AGE25-PLUS,FMLE,123.3 [119.7-127.0],123.3,119.7,127
1288,BP_05,Mean systolic blood pressure (crude estimate),1996,AGE25-PLUS,MLE,124.8 [121.2-128.5],124.8,121.2,128.5
127,BP_06,Mean systolic blood pressure (age-standardized estimate),1996,YEARS18-PLUS,MLE,126.2 [122.7-129.7],126.2,122.7,129.7
1363,BP_06,Mean systolic blood pressure (age-standardized estimate),1996,YEARS18-PLUS,FMLE,126.6 [123.1-130.1],126.6,123.1,130.1
33,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1996,AGE25-PLUS,MLE,5.0 [4.6-5.4],5,4.6,5.4
38,CHOL_03,Mean Total Cholesterol (age-standardized estimate),1996,AGE25-PLUS,FMLE,5.2 [4.7-5.6],5.2,4.7,5.6
28,CHOL_04,Mean Total Cholesterol (crude estimate),1996,AGE25-PLUS,FMLE,5.0 [4.6-5.4],5,4.6,5.4
1242,CHOL_04,Mean Total Cholesterol (crude estimate),1996,AGE25-PLUS,MLE,4.9 [4.5-5.3],4.9,4.5,5.3
646,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1996,YEARS18-PLUS,BTSX,3.3 [2.4-4.5],3.3,2.4,4.5
656,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1996,YEARS18-PLUS,FMLE,3.1 [1.9-4.6],3.1,1.9,4.6
666,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1996,YEARS18-PLUS,MLE,3.5 [2.2-5.2],3.5,2.2,5.2
676,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1996,YEARS18-PLUS,BTSX,3.7 [2.7-4.9],3.7,2.7,4.9
686,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1996,YEARS18-PLUS,FMLE,3.9 [2.4-5.8],3.9,2.4,5.8
696,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1996,YEARS18-PLUS,MLE,3.5 [2.2-5.2],3.5,2.2,5.2
1579,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1996,YEARS18-PLUS,MLE,55.1 [50.6-59.5],55.1,50.6,59.5
1590,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1996,YEARS18-PLUS,FMLE,63.0 [59.2-67.0],63,59.2,67
1601,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1996,YEARS18-PLUS,BTSX,58.3 [55.2-61.4],58.3,55.2,61.4
1612,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1996,YEARS18-PLUS,BTSX,54.4 [51.2-57.6],54.4,51.2,57.6
1623,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1996,YEARS18-PLUS,FMLE,56.9 [52.7-61.4],56.9,52.7,61.4
2082,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1996,YEARS18-PLUS,MLE,52.6 [48.2-57.1],52.6,48.2,57.1
581,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1996,YEARS18-PLUS,BTSX,23.5 [20.6-26.7],23.5,20.6,26.7
